Data
-4.22 -6.30 -0.05 18.71 4.80 13.69 1.95 11.71 6.82 7.83 -9.02 1.71 -7.17 -6.30 -8.99 -1.29 1.86 -0.13 -2.93 -9.23 -6.85 -14.41 0.14 0.75 
-4.07 -11.79 1.96 12.67 13.94 11.19 3.96 16.90 14.96 3.34 -9.03 5.91 1.97 -7.81 -11.00 1.90 9.00 -19.61 -19.94 -13.07 1.04 -8.67 -13.90 -9.07 
20.78 -2.27 -2.05 10.70 7.78 8.71 0.96 -7.30 2.80 3.85 5.96 -5.29 6.83 -6.12 -7.99 -3.27 -5.91 -6.13 -10.94 -12.26 -8.86 -4.22 -9.63 1.95 
8.93 9.29 9.97 2.91 24.94 3.25 -2.01 5.91 11.17 6.37 3.99 1.91 3.96 1.39 -1.99 -0.07 -4.76 -0.63 -12.94 -10.07 4.04 -12.69 -6.90 -7.05 
7.98 2.71 1.93 5.71 1.79 1.90 8.95 6.71 4.82 3.87 4.00 -0.29 2.84 -3.29 -4.99 -6.26 -2.88 -12.10 -18.94 -8.05 -2.85 -3.22 -4.63 -6.02 
9.17 -8.73 3.21 13.94 -2.04 0.49 -13.01 -3.06 -1.79 -7.59 0.78 3.94 -9.00 4.23 -3.97 -18.05 -8.97 -13.56 -13.93 -2.05 -10.94 0.33 -5.87 -19.02 
3.00 6.87 -7.86 12.74 -10.18 -7.30 -22.04 -11.29 -18.18 -4.15 -3.00 -11.08 6.83 -6.10 -5.77 -5.26 -3.14 -15.08 -15.69 -4.22 -4.83 -7.22 -16.61 -6.22 
1.21 -1.75 -0.99 -10.02 -0.00 -9.73 -17.99 -0.06 -4.99 11.41 4.03 -5.05 5.24 -8.73 -10.96 -2.05 -10.96 -15.51 -8.90 -3.02 -2.90 -7.65 -12.58 -0.02 
1.01 -11.25 -5.83 -15.26 6.03 -12.26 -6.83 -17.26 7.83 -1.12 -7.81 6.74 -4.93 7.71 -10.77 3.74 -7.12 -10.08 -5.71 -18.23 -1.07 -14.02 -12.86 1.98 
5.00 -6.63 -5.96 3.99 -5.00 -18.65 -14.97 -12.01 -11.99 -7.54 -6.96 2.98 -8.97 3.51 -14.93 -6.04 0.32 -8.49 1.10 -6.75 -11.61 4.37 -6.83 -2.75 
2.82 10.97 -6.81 -0.22 -7.17 -14.25 -3.81 -13.25 -1.93 -6.26 1.01 -12.25 -1.15 1.95 -14.73 -10.23 -14.11 -9.05 -3.91 7.98 -16.83 9.00 -11.86 -7.00 
6.04 4.41 -7.92 1.04 -9.96 -10.61 -6.94 -0.98 0.06 -4.65 -4.92 -2.00 0.06 -6.63 8.10 -3.00 1.10 -13.44 0.13 8.02 -15.87 0.39 -9.82 -4.98 
-5.94 -6.21 1.21 -0.21 -2.16 -8.23 -6.99 -7.19 -7.91 -13.08 -12.73 2.79 -4.88 -6.23 -13.94 -1.22 -14.10 -18.23 -11.65 -7.15 -0.81 8.82 -8.59 -14.15 
4.35 -13.51 9.10 9.06 -3.89 -9.57 0.11 -4.94 -0.92 -5.42 -8.15 -4.94 4.10 -12.61 5.13 -21.96 -9.89 -6.61 -12.83 -13.93 11.15 5.43 -13.79 -11.65 
-2.91 12.83 -4.75 -5.17 -6.12 -8.17 -3.97 9.82 0.89 7.79 7.29 -6.17 -1.85 -18.98 0.07 -14.18 -6.83 -3.00 -12.63 1.83 -12.77 -5.14 -9.81 -4.15 
21.42 4.55 6.17 -5.86 -1.58 3.55 8.15 -2.89 2.42 5.47 -10.85 2.11 5.14 -16.53 -6.83 5.10 -14.56 -14.57 -11.80 -13.92 -5.80 -23.47 -3.75 2.38 
3.14 12.93 -5.93 -11.13 3.15 -3.11 3.07 -0.13 7.19 1.85 -0.65 -7.14 -1.07 -14.15 -13.86 -19.13 -3.78 -13.17 -7.86 -1.13 -4.74 -11.11 -15.54 -7.11 
-7.51 -19.58 2.21 4.20 -7.82 -15.63 6.21 4.18 -11.80 1.57 -2.78 3.16 -6.80 -6.43 -16.75 -8.84 -11.79 -21.49 -5.76 4.15 -16.75 -2.43 -8.70 3.15 
-4.81 -5.06 -19.89 -17.30 -7.05 -6.09 -17.65 -3.31 4.94 1.86 -4.63 -15.32 6.22 -17.13 -14.61 -26.10 -7.77 -6.09 -7.56 -8.28 3.28 -14.29 -18.52 3.95 
"
"
-10.08 -8.75 -17.28 -12.09 -17.06 -12.73 -6.03 -5.33 -2.04 -5.83 -10.25 -2.10 -7.01 -11.77 -13.97 -2.09 -6.99 -18.79 -17.93 -10.06 -25.94 -14.67 -3.16 -1.06 
-20.20 -8.29 3.95 -11.47 -8.20 3.71 6.98 -6.29 -2.16 0.52 -6.99 -6.29 -14.14 -3.10 -16.97 -16.26 -22.11 -22.10 -10.91 -7.23 -13.07 -9.22 -7.85 -5.05 
-15.84 1.23 -1.06 -1.34 -1.07 15.21 -10.27 -0.33 -3.04 1.19 3.99 -7.34 -18.01 3.19 -6.25 -15.09 -23.99 -5.61 -5.96 -10.07 -10.96 -9.71 -13.89 0.93 
15.78 -0.30 -4.05 -3.29 7.80 10.69 5.95 -3.29 -8.18 1.83 4.98 -4.29 -6.17 -2.30 -16.99 11.71 -9.14 -9.13 -3.93 -7.23 -2.85 -8.41 -8.86 -9.25 
-0.07 -6.79 3.96 8.67 1.94 7.19 -7.04 -1.10 -2.04 11.34 0.97 7.91 -3.03 -6.81 -14.00 7.90 -17.00 -5.61 -15.94 -19.07 -20.96 -17.67 3.10 -8.07 
9.78 5.73 -3.05 12.70 11.78 9.71 -4.04 4.70 9.80 4.85 13.96 5.71 -5.17 -6.12 -4.99 0.73 -2.91 -12.13 -11.94 8.74 -10.86 -15.22 -4.63 -4.05 
10.93 5.29 6.97 9.91 11.94 -2.75 7.99 14.91 12.17 10.37 6.99 4.91 5.96 -7.61 -9.99 -11.07 1.24 -7.63 -9.94 -7.07 -1.96 -2.69 -1.90 -2.05 
6.98 3.71 7.93 9.71 -2.21 3.90 -0.05 -1.29 -1.18 1.87 13.00 6.71 1.84 -6.29 -10.99 -4.26 -7.88 -22.10 -27.94 -6.05 -11.85 -17.22 3.37 0.98 
14.17 13.27 5.21 2.94 -1.04 3.49 -1.01 -10.06 -2.79 2.41 4.78 3.94 -7.00 -8.77 0.03 -7.05 -7.97 -0.56 -14.93 -12.05 11.06 -16.67 -10.87 -7.02 
8.00 2.87 -1.86 1.74 -12.18 -10.30 -16.04 5.71 -12.18 -0.15 -14.00 5.92 3.83 -21.10 -13.77 1.74 -8.14 -2.08 -5.69 -15.22 -10.83 -15.22 -13.61 -2.22 
9.21 -6.75 2.01 -18.02 -6.00 -26.73 -10.99 -8.06 -6.99 -8.59 1.03 -0.05 11.24 -19.73 -5.96 -15.05 6.04 -21.51 -12.90 -23.02 4.10 -29.65 -11.58 -8.02 
8.01 -4.25 -0.83 4.74 -9.97 -7.26 -13.83 -18.26 -6.17 0.88 -3.81 0.74 4.07 -11.29 -13.77 6.74 -18.12 -9.08 -4.71 -4.23 -2.07 -3.02 -19.86 -9.02 
11.00 -7.63 -4.96 -3.01 -9.00 -11.65 -1.97 -6.01 -9.99 -11.54 3.04 9.98 5.03 -0.49 -10.93 2.96 -12.68 -12.49 1.10 -15.75 -5.61 -11.63 -6.83 -8.75 
12.82 15.97 -6.81 -8.22 -3.17 -5.25 -7.81 4.75 2.07 0.74 -9.99 -15.25 -5.15 -3.05 2.27 -7.23 -11.11 -18.05 -9.91 -1.02 -3.83 2.00 -21.86 5.00 
2.04 2.41 -5.92 -1.96 -10.96 -22.61 -16.94 -7.98 2.06 -15.65 -3.92 -1.00 -4.94 -2.63 -12.90 0.00 -14.90 -17.44 -13.87 8.02 -8.87 -11.61 0.18 -6.98 
3.06 -5.21 4.21 -2.21 -1.16 -1.23 -7.99 -7.19 -8.91 -4.08 -12.73 -8.21 -6.88 -22.23 -7.94 0.78 -10.10 -9.23 -4.65 -13.15 2.19 -12.18 -0.59 -4.15 
16.35 -8.51 -0.90 14.06 0.11 -18.57 -5.89 -3.94 6.08 3.58 6.85 0.06 2.10 -20.61 -12.87 -14.96 -7.89 -21.61 -23.83 -14.93 -2.85 -5.57 -0.79 0.35 
0.09 4.83 2.25 -13.17 -15.12 -2.17 -1.97 3.82 -3.11 -0.21 10.29 2.83 -7.85 -1.98 5.07 -1.18 0.17 -0.00 -14.63 -4.17 -5.77 -6.14 -14.81 -7.15 
-0.58 4.55 13.17 -13.86 1.42 2.55 8.15 1.11 -5.58 -9.53 11.15 2.11 -4.86 0.47 -10.83 -9.90 -1.56 0.43 -11.80 -14.92 -9.80 -0.47 -16.75 -4.62 
3.14 -0.07 2.07 1.87 11.15 -6.11 -15.93 -3.13 -2.81 -2.15 1.35 -1.14 -3.07 -7.15 -20.86 -7.13 4.22 -11.17 -9.86 -4.13 -6.74 -12.11 -14.54 -0.11 
6.49 -4.58 3.21 6.20 3.18 1.37 -9.79 1.18 4.20 18.57 4.22 -0.84 -11.80 -6.43 -11.75 -7.84 -1.79 -3.49 -9.76 -11.85 -7.75 -10.43 -4.70 5.15 
-13.81 4.94 -4.89 -13.30 -4.05 2.91 -13.65 -11.31 4.94 7.86 -4.63 -10.32 -3.78 -4.13 4.39 -9.10 -2.77 4.91 -8.56 -14.28 -6.72 -6.29 -7.52 -8.05 
"
"
-14.08 -9.75 -13.28 -15.09 -10.06 -13.73 -3.03 -5.33 -3.04 -5.83 -6.25 -6.10 -11.01 -19.77 -13.97 -0.09 -7.99 -16.79 -6.93 -12.06 -22.94 -11.67 -10.16 -11.06 
0.80 -12.29 -3.05 -11.47 -6.20 -3.29 -0.02 -8.29 -12.16 -12.48 -12.99 -20.29 -12.14 -6.10 -6.97 -11.26 -22.11 -6.10 1.09 -11.23 2.93 -2.22 -6.85 -0.05 
-6.84 12.23 8.94 10.66 4.93 -0.79 10.73 -1.33 -7.04 -0.81 -1.01 -0.34 -13.01 -13.81 -19.25 -19.09 -22.99 1.39 -9.96 -6.07 0.04 -9.71 -7.89 3.93 
10.78 16.70 2.95 8.71 8.80 2.69 -2.05 3.71 13.82 0.83 -13.02 -9.29 -8.17 -9.30 -10.99 -10.29 -11.14 -9.13 -9.93 -21.23 6.15 -12.41 -4.86 -3.25 
6.93 -17.79 10.96 3.67 1.94 -1.81 -1.04 3.90 -4.04 -0.66 1.97 0.91 -0.03 -11.81 -14.00 -2.10 -19.00 -18.61 -3.94 -8.07 -6.96 -10.67 1.10 8.93 
11.78 -2.27 4.95 0.70 4.78 9.71 -2.04 3.70 -0.20 13.85 12.96 -5.29 1.83 -9.12 -16.99 -4.27 11.09 -2.13 -12.94 -1.26 5.14 -11.22 -4.63 10.95 
-1.07 10.29 -9.03 14.91 -3.06 3.25 -2.01 3.91 -5.83 -4.63 -0.01 -15.09 -2.04 -11.61 -8.99 8.93 -8.76 -17.63 -20.94 -7.07 -11.96 -3.69 12.10 -11.05 
11.98 13.71 -0.07 -12.29 4.79 -5.10 -2.05 -12.29 -0.18 -4.13 -14.00 6.71 4.84 -13.29 -10.99 -4.26 -5.88 -10.10 -16.94 9.95 -2.85 -14.22 -8.63 -21.02 
13.17 3.27 9.21 8.94 -1.04 -7.51 -3.01 -1.06 -2.79 0.41 -1.22 -3.06 2.00 0.23 -9.97 2.95 -7.97 -9.56 -6.93 -4.05 -5.94 -15.67 -10.87 -8.02 
5.00 10.87 -15.86 -11.26 0.82 -1.30 -3.04 -4.29 -5.18 -10.15 -3.00 -6.08 14.83 -6.10 -14.77 0.74 6.86 -20.08 -16.69 -16.22 -12.83 -10.22 -21.61 -5.22 
-8.79 7.25 6.01 -17.02 -7.00 -16.73 -16.99 3.94 -8.99 -14.59 -3.97 5.95 9.24 -14.73 -1.96 -7.05 -7.96 -12.51 -11.90 -6.02 -6.90 -11.65 -17.58 -4.02 
-2.99 1.75 5.17 -15.26 2.03 -8.26 -18.83 2.74 -6.17 -1.12 -3.81 -12.26 -6.93 0.71 -22.77 -6.26 -15.12 -15.08 -12.71 -1.23 -2.07 -6.02 -18.86 -12.02 
6.00 -8.63 -1.96 3.99 -2.00 -16.65 -4.97 -6.01 -4.99 -5.54 -11.96 -2.02 1.03 -11.49 -13.93 -7.04 -12.68 -9.49 -6.90 -3.75 -12.61 -11.63 -13.83 -14.75 
-2.18 -8.03 1.19 -7.22 -14.17 -8.25 -25.81 1.75 -10.93 -17.26 -11.99 3.75 -3.15 -10.05 -9.73 -8.23 -13.11 -7.05 -11.91 -4.02 -6.83 7.00 -9.86 -16.00 
-5.96 -2.59 5.08 -1.96 1.04 -17.61 -6.94 6.02 -7.94 -0.65 -1.92 -1.00 6.06 -15.63 -5.90 -5.00 -16.90 -13.44 -4.87 -4.98 -14.87 -10.61 -2.82 -14.98 
0.06 8.79 -14.79 10.79 -3.16 -12.23 -13.99 -7.19 -4.91 -1.08 -10.73 -3.21 -9.88 -11.23 -5.94 2.78 -17.10 -9.23 -22.65 -26.15 -17.81 5.82 -8.59 -0.15 
4.35 -15.51 -8.90 10.06 -4.89 -19.57 -4.89 -7.94 -0.92 -14.42 -10.15 -2.94 -8.90 -9.61 -3.87 -3.96 -7.89 -16.61 -18.83 -2.93 -4.85 -11.57 -9.79 0.35 
7.09 1.83 -11.75 0.83 1.88 -8.17 -0.97 -1.18 -2.11 6.79 -7.71 0.83 -6.85 2.02 -12.93 -5.18 -2.83 -6.00 -12.63 -21.17 2.23 -2.14 -5.81 -4.15 
7.42 -8.45 15.17 5.14 7.42 -8.45 4.15 0.11 -0.58 7.47 0.15 -1.89 4.14 -13.53 -12.83 -0.90 -13.56 -12.57 -17.80 -5.92 -9.80 -12.47 -3.75 -14.62 
-4.86 -10.07 5.07 2.87 6.15 -4.11 -13.93 7.87 -0.81 -6.15 7.35 -10.14 -2.07 -5.15 -15.86 -14.13 -8.78 -10.17 -15.86 -3.13 -10.74 0.89 -13.54 -9.11 
-7.51 -16.58 -7.79 4.20 7.18 1.37 -4.79 2.18 -1.80 0.57 -4.78 9.16 -13.80 -3.43 -10.75 -12.84 -5.79 -0.49 0.24 2.15 -14.75 2.57 0.30 1.15 
0.19 -2.06 -15.89 -10.30 -11.05 2.91 -5.65 5.69 13.94 -1.14 13.37 -9.32 0.22 -14.13 -6.61 0.90 -4.77 -5.09 0.44 -19.28 7.28 -4.29 -3.52 -7.05 
"
"
-1.08 -11.75 -20.28 -14.09 -15.06 -6.73 -9.03 -10.33 -13.04 -11.83 -6.25 -2.10 -1.01 -18.77 -14.97 -1.09 -9.99 -14.79 -7.93 8.94 -18.94 -5.67 -15.16 -1.06 
-8.20 -9.29 -4.05 4.53 -6.20 -4.29 7.98 -0.29 -0.16 1.52 0.01 -3.29 -5.14 -4.10 2.03 -13.26 -12.11 -15.10 -2.91 -16.23 -0.07 -11.22 -7.85 1.95 
3.16 -3.77 6.94 1.66 -6.07 -7.79 2.73 1.67 3.96 -8.81 -7.01 13.66 -11.01 -20.81 -11.25 -7.09 -19.99 -17.61 2.04 -12.07 3.04 -21.71 4.11 5.93 
13.78 -7.30 -2.05 -9.29 9.80 -12.31 1.95 0.71 7.82 2.83 -2.02 -11.29 3.83 -9.30 -9.99 -18.29 -8.14 -9.13 -5.93 -11.23 -6.85 -15.41 -3.86 5.75 
7.93 6.21 15.96 9.67 -10.06 7.19 -2.04 6.90 7.96 -0.66 -6.03 10.91 -13.03 -12.81 -3.00 6.90 -8.00 -13.61 -11.94 -5.07 -18.96 -11.67 -14.90 -4.07 
3.78 -4.27 8.95 4.70 6.78 5.71 -2.04 2.70 -7.20 6.85 10.96 -11.29 -0.17 -1.12 -3.99 -11.27 -10.91 1.87 -5.94 -2.26 -8.86 -7.22 -12.63 -22.05 
9.93 1.29 8.97 7.91 5.94 -0.75 -1.01 8.91 -10.83 5.37 1.99 6.91 5.96 1.39 -10.99 8.93 -10.76 4.37 4.06 5.93 -5.96 -6.69 -5.90 0.95 
12.98 9.71 4.93 6.71 -9.21 -11.10 8.95 -4.29 5.82 -9.13 -8.00 -24.29 -7.16 1.71 -1.99 -4.26 -10.88 -13.10 -7.94 -14.05 -6.85 -11.22 -3.63 -7.02 
16.17 1.27 1.21 0.94 -11.04 0.49 -2.01 8.94 -1.79 -3.59 -13.22 7.94 -12.00 6.23 2.03 -5.05 -8.97 -20.56 -1.93 6.95 -10.94 -5.67 -3.87 -11.02 
8.00 3.87 -1.86 -8.26 -1.18 -3.30 -16.04 -8.29 -15.18 -22.15 -12.00 -12.08 -1.17 -15.10 -1.77 -6.26 -15.14 -8.08 -8.69 -21.22 -10.83 -16.22 2.39 -11.22 
-0.79 -0.75 5.01 -1.02 -19.00 -8.73 -3.99 -7.06 -6.99 -8.59 -10.97 2.95 3.24 4.27 -19.96 -8.05 -17.96 -16.51 -11.90 -6.02 -19.90 2.35 -11.58 7.98 
-3.99 1.75 11.17 -11.26 -2.97 -18.26 0.17 -9.26 3.83 3.88 -9.81 -7.26 2.07 -5.29 2.23 -1.26 -20.12 -22.08 -2.71 -2.23 0.93 -3.02 3.14 -17.02 
-5.00 5.37 -7.96 -8.01 -10.00 -14.65 -3.97 -0.01 -7.99 -2.54 7.04 -2.02 -7.97 -8.49 9.07 -6.04 -18.68 -19.49 -5.90 -3.75 -10.61 -3.63 -13.83 -15.75 
-1.18 -11.03 6.19 -22.22 2.83 -6.25 -6.81 -8.25 -7.93 -6.26 -16.99 0.75 -5.15 -19.05 -16.73 -18.23 -9.11 -7.05 -24.91 -2.02 -0.83 -4.00 -21.86 -4.00 
-20.96 1.41 -12.92 -6.96 -17.96 -4.61 -8.94 -7.98 -12.94 9.35 9.08 -3.00 -0.94 -16.63 -8.90 -3.00 -14.90 -13.44 -7.87 0.02 -9.87 -5.61 -13.82 -17.98 
0.06 -5.21 -3.79 -4.21 -6.16 -1.23 -10.99 -25.19 1.09 0.92 -10.73 -9.21 -13.88 5.77 -14.94 -6.22 -19.10 -9.23 -14.65 -31.15 1.19 9.82 -4.59 -22.15 
2.35 4.49 5.10 9.06 -10.89 -11.57 -10.89 -11.94 1.08 -6.42 2.85 1.06 -0.90 -2.61 -6.87 -18.96 -20.89 -14.61 -9.83 -13.93 -12.85 -8.57 7.21 -8.65 
4.09 -2.17 12.25 3.83 -8.12 3.83 0.03 0.82 0.89 -3.21 11.29 -12.17 4.15 -10.98 -16.93 -9.18 -18.83 -8.00 -16.63 -13.17 1.23 -18.14 -8.81 -8.15 
-4.58 12.55 18.17 0.14 -11.58 9.55 6.15 -2.89 4.42 5.47 7.15 -9.89 -4.86 4.47 4.17 -21.90 -0.56 -11.57 -5.80 -12.92 -16.80 -11.47 -7.75 1.38 
-4.86 6.93 -7.93 3.87 6.15 -11.11 -6.93 12.87 7.19 -11.15 5.35 -9.14 2.93 -6.15 -7.86 -18.13 -10.78 -16.17 -14.86 -5.13 -6.74 -10.11 -0.54 -10.11 
-10.51 -3.58 -5.79 2.20 5.18 1.37 3.21 -16.82 -2.80 0.57 1.22 -3.84 -0.80 -11.43 -16.75 -15.84 -15.79 -11.49 -11.76 -8.85 -13.75 -12.43 -9.70 -0.85 
-14.81 -8.06 -5.89 -8.30 -16.05 -7.09 0.35 -2.31 -0.06 -4.14 -1.63 -16.32 -14.78 -12.13 -2.61 -4.10 -14.77 -18.09 -12.56 -6.28 -11.72 -9.29 -6.52 -5.05 
"
"
-10.08 8.25 -14.28 -16.09 -17.06 -16.73 -3.03 -8.33 9.96 -1.83 4.75 -10.10 -5.01 -20.77 -24.97 -18.09 -7.99 -9.79 -6.93 -10.06 -15.94 -9.67 -10.16 -21.06 
-11.20 -9.29 2.95 4.53 -16.20 -5.29 -0.02 -4.29 -3.16 7.52 -2.99 -5.29 -10.14 -3.10 0.03 -20.26 -26.11 -14.10 -9.91 -11.23 -25.07 -28.22 2.15 3.95 
-8.84 2.23 -1.06 -0.34 -14.07 -3.79 -1.27 -18.33 -13.04 -4.81 -6.01 -14.34 -7.01 -20.81 -2.25 -18.09 -28.99 -4.61 -4.96 -17.07 -14.96 -14.71 -8.89 5.93 
-2.22 14.70 -8.05 1.71 -0.20 16.69 13.95 4.71 -19.18 9.83 -10.02 -12.29 -17.17 -8.30 -6.99 -11.29 -13.14 -15.13 -16.93 -15.23 -6.85 -2.41 -8.86 -8.25 
-0.07 -6.79 0.96 -2.33 1.94 -0.81 9.96 -4.10 -10.04 3.34 -9.03 -7.09 -6.03 -5.81 -11.00 -11.10 -9.00 -13.61 -12.94 -24.07 -15.96 -15.67 -2.90 -16.07 
-10.22 14.73 -0.05 7.70 -10.22 5.71 5.96 -1.30 -2.20 8.85 9.96 -10.29 -17.17 0.88 -10.99 2.73 -8.91 -14.13 -9.94 -0.26 -14.86 -0.22 -8.63 -17.05 
0.93 0.29 13.97 -3.09 4.94 2.25 17.99 2.91 -4.83 6.37 2.99 -5.09 -0.04 7.39 -10.99 -14.07 -10.76 0.37 -3.94 2.93 -13.96 -4.69 -1.90 0.95 
12.98 9.71 6.93 -6.29 -4.21 -1.10 10.95 -13.29 -1.18 4.87 15.00 -15.29 -8.16 -12.29 3.01 -19.26 -2.88 -16.10 -8.94 -10.05 -12.85 0.78 0.37 -7.02 
10.17 -5.73 9.21 1.94 4.96 -9.51 -1.01 -11.06 -9.79 5.41 10.78 0.94 -8.00 -2.77 -3.97 -6.05 -5.97 -12.56 -9.93 -4.05 -6.94 1.33 0.13 -16.02 
-8.00 6.87 7.14 -5.26 -13.18 -7.30 2.96 -4.29 -24.18 -0.15 5.00 -8.08 -4.17 -6.10 -11.77 -19.26 -2.14 -14.08 -6.69 -9.22 -12.83 -0.22 -15.61 -2.22 
-0.79 3.25 -1.99 -13.02 -0.00 -6.73 -8.99 -8.06 -7.99 -7.59 -12.97 -5.05 4.24 -3.73 -10.96 -0.05 -6.96 -12.51 3.10 -11.02 -4.90 2.35 -3.58 -4.02 
-6.99 -0.25 -9.83 5.74 -16.97 -7.26 -9.83 -20.26 -11.17 9.88 12.19 -7.26 -9.93 -0.29 1.23 -4.26 -10.12 -9.08 -13.71 -10.23 -1.07 6.98 -7.86 7.98 
7.00 0.37 6.04 -26.01 -12.00 0.35 -7.97 -6.01 -6.99 -5.54 -1.96 -1.02 -2.97 2.51 1.07 2.96 1.32 -3.49 0.10 -6.75 -8.61 -4.63 9.17 -9.75 
-1.18 5.97 -3.81 -0.22 -14.17 -4.25 -7.81 -13.25 -12.93 4.74 -11.99 -3.25 -7.15 -12.05 1.27 3.77 -5.11 -1.05 -9.91 -4.02 -1.83 -13.00 -3.86 -7.00 
-0.96 9.41 3.08 -9.96 -5.96 -10.61 -0.94 -4.98 -1.94 -10.65 -5.92 3.00 -13.94 -14.63 -18.90 -7.00 -10.90 -18.44 -7.87 6.02 -9.87 1.39 -0.82 -10.98 
12.06 3.79 2.21 8.79 -4.16 -5.23 -17.99 -15.19 1.09 -2.08 -17.73 -10.21 -3.88 -0.23 -8.94 -8.22 -10.10 -19.23 -27.65 -17.15 6.19 -11.18 -15.59 -11.15 
10.35 4.49 11.10 14.06 -3.89 -4.57 1.11 5.06 -0.92 -3.42 -2.15 1.06 -1.90 -14.61 5.13 -8.96 5.11 -15.61 -8.83 -14.93 -8.85 -7.57 -1.79 -9.65 
4.09 11.83 -0.75 -8.17 -6.12 -3.17 -4.97 -5.18 -6.11 0.79 -0.71 7.83 1.15 -0.98 -11.93 -12.18 -3.83 -9.00 -14.63 -18.17 -10.77 -3.14 -21.81 -6.15 
12.42 7.55 18.17 3.14 -5.58 1.55 -4.85 3.11 6.42 -8.53 -3.85 -2.89 5.14 -8.53 1.17 -5.90 -11.56 -21.57 -8.80 -6.92 -14.80 -12.47 3.25 -13.62 
10.14 1.93 -10.93 7.87 7.15 5.89 -7.93 15.87 -5.81 1.85 -2.65 3.86 -3.07 6.85 -12.86 6.87 -10.78 -8.17 -2.86 6.87 0.26 1.89 -14.54 4.89 
6.49 -15.58 4.21 8.20 12.18 -9.63 5.21 4.18 17.20 10.57 11.22 -6.84 11.20 -18.43 -9.75 -4.84 -0.79 -16.49 -13.76 -4.85 -0.75 -17.43 -19.70 2.15 
-0.81 2.94 -7.89 10.70 -9.05 -1.09 -0.65 7.69 -0.06 7.86 -20.63 -11.32 13.22 -10.13 -8.61 -0.10 -5.77 -11.09 -17.56 0.72 -3.72 -4.29 -21.52 8.95 
"
"
-5.08 -6.75 -16.28 -10.09 -16.06 -3.73 -4.03 2.67 14.96 9.17 -11.25 2.90 -11.01 0.23 -15.97 -18.09 -2.99 -4.79 -6.93 -17.06 -2.94 -6.67 1.84 -5.06 
-19.20 -7.29 0.95 -2.47 -9.20 7.71 -1.02 -2.29 -5.16 -4.48 -2.99 -6.29 -18.14 -2.10 -2.97 -10.26 -23.11 -4.10 -0.91 -6.23 -3.07 -14.22 2.15 -6.05 
2.16 -1.77 10.94 -7.34 14.93 -0.79 6.73 -8.33 0.96 3.19 -0.01 0.66 1.99 -8.81 -9.25 -24.09 -3.99 3.39 -6.96 -20.07 5.04 -23.71 -7.89 -18.07 
-15.22 -8.30 -5.05 0.71 -12.20 5.69 10.95 3.71 -13.18 -0.17 13.98 -0.29 -10.17 -0.30 -4.99 -5.29 -23.14 2.87 -16.93 -17.23 -7.85 -22.41 0.14 -0.25 
1.93 -5.79 4.96 1.67 1.94 16.19 -5.04 8.90 3.96 -0.66 3.97 2.91 -2.03 -2.81 -1.00 -1.10 -6.00 6.39 -6.94 -8.07 -5.96 -13.67 -2.90 -5.07 
